,Users,Date Created,Number of Likes,Source of Tweet,Tweet
31,Daniel 🇷🇴,2022-10-25 18:02:04+00:00,0,Twitter for Android,"RT @EuromaidanPress: Putin’s war in Ukraine destabilized energy markets  around world– new British PM Rishi Sunak

PM said that the UK face…"
32,Super Sonic,2022-10-25 18:02:01+00:00,0,Twitter Web App,RT @PeterSweden7: The new British PM has family ties to a company that works with digital ID and is a partner of the World Economic Forum…
33,Richard Morley 🇺🇦,2022-10-25 18:01:58+00:00,0,Twitter for Android,"RT @Botanygeek: As a British Asian, I’d feel much more like agreeing with people celebrating an Asian PM if his first moves weren’t to:

1)…"
34,Arfan Masood,2022-10-25 18:01:52+00:00,0,Twitter for iPhone,"RT @KyivIndependent: ⚡️Rishi Sunak appointed as British PM after pledging to support Ukraine. 

In July, when Sunak was competing for the p…"
35,Clare🌱,2022-10-25 18:01:50+00:00,0,Twitter for Android,"RT @Botanygeek: As a British Asian, I’d feel much more like agreeing with people celebrating an Asian PM if his first moves weren’t to:

1)…"
36,Jamila Al Adwani 💙,2022-10-25 18:01:48+00:00,0,Twitter for Android,"RT @Botanygeek: As a British Asian, I’d feel much more like agreeing with people celebrating an Asian PM if his first moves weren’t to:

1)…"
37,Stephen Meng,2022-10-25 18:01:46+00:00,0,Twitter for iPhone,Breaking News:@RishiSunak has been appointed the Uk’s next Prime Minister and the third in over a month. He is the… https://t.co/iB59FWhvj3
38,Adam,2022-10-25 18:01:43+00:00,0,Twitter Web App,RT @Schandillia: In case anyone were curious about what chaddi the new British PM wears… https://t.co/Hp5VkR59O5
39,✨Just_Me✨,2022-10-25 18:01:42+00:00,0,Twitter for Android,"RT @edosadoxa: The new British PM Rishi Sunak is just 42. But you are here in 9ja campaigning for ur ancestor, the ageless one Amoda Ogunle…"
40,Mad Axeman,2022-10-25 18:01:39+00:00,0,Twitter Web App,RT @suzseddon: New British PM Rishi Sunak is welcomed by Indian PM Modi. Who openly advocates enforcing the WEF’s globalist Agenda 2030 ont…
41,Daniel Lara,2022-10-25 18:01:32+00:00,0,Twitter for Android,"RT @richimedhurst: We have a new Prime Minister in the UK, unelected by the British people or even the Tories. He didn’t give a single deba…"
42,Brenda Mee,2022-10-25 18:01:29+00:00,0,Twitter for Android,RT @suzseddon: New British PM Rishi Sunak is welcomed by Indian PM Modi. Who openly advocates enforcing the WEF’s globalist Agenda 2030 ont…
43,Udit Raj 🇮🇳,2022-10-25 18:01:28+00:00,0,Twitter for Android,"RT @SVishnuReddy: A well cultured &amp; unapologetic Hindu. Really glad to see such a humble person becoming British PM.

@RishiSunak https://t…"
44,Sarah 💙🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺#3.5%,2022-10-25 18:01:26+00:00,0,Twitter for iPhone,"RT @docrussjackson: @RishiSunak Given your insane Cabinet appointments, your lawbreaking, &amp; you're extremist economic ideology, you're *alr…"
45,Angus Montgomery,2022-10-25 18:01:26+00:00,0,Twitter for iPhone,"RT @Keir_Starmer: Congratulations, Rishi Sunak, on becoming Prime Minister and making history as the first British Asian PM.

The Tories ha…"
46,Duub,2022-10-25 18:01:25+00:00,0,Twitter for iPad,"RT @richimedhurst: We have a new Prime Minister in the UK, unelected by the British people or even the Tories. He didn’t give a single deba…"
47,Ayokunle,2022-10-25 18:01:23+00:00,0,Twitter for Android,The British pound gained about 1.75% so far today. The gain is good but it seems like the market has priced in all… https://t.co/RJ7qCFckoN
48,Jos Clark,2022-10-25 18:01:22+00:00,0,Twitter for Android,"RT @KyivIndependent: ⚡️Rishi Sunak appointed as British PM after pledging to support Ukraine. 

In July, when Sunak was competing for the p…"
49,LogicWins,2022-10-25 18:01:20+00:00,0,Twitter for iPhone,RT @suzseddon: New British PM Rishi Sunak is welcomed by Indian PM Modi. Who openly advocates enforcing the WEF’s globalist Agenda 2030 ont…
50,Bill Baillie,2022-10-25 18:01:07+00:00,0,Twitter for Android,"RT @UZI9mmmm: Britain granted India independence in 1947. New British PM Sunak, of Indian origin, denying Scotland independence referendum…"
51,Sajid Raza🇮🇳,2022-10-25 18:01:03+00:00,0,Twitter for Android,RT @ShashiTharoor: My take in @TheQuint today on what @RishiSunak's ascent to the Prime MInistership of the UK says about Britain and the l…
52,Damodar Ramasamy,2022-10-25 18:01:00+00:00,0,Twitter for Android,RT @akm1410: The only Indian to pride himself on Rishi Sunak is Mr. Narayana Murthy to have the British PM as his son in law. Everyone else…
53,Elaine Callander,2022-10-25 18:00:59+00:00,0,Twitter for iPhone,"RT @Botanygeek: As a British Asian, I’d feel much more like agreeing with people celebrating an Asian PM if his first moves weren’t to:

1)…"
54,Prathamesh Mannurkar /ಪ್ರಥಮೇಶ ಮಣ್ಣೂರಕರ್ 🇮🇳,2022-10-25 18:00:57+00:00,0,Twitter for Android,"RT @SVishnuReddy: A well cultured &amp; unapologetic Hindu. Really glad to see such a humble person becoming British PM.

@RishiSunak https://t…"
55,Liz,2022-10-25 18:00:56+00:00,0,Twitter for iPhone,RT @PeterSweden7: The new British PM has family ties to a company that works with digital ID and is a partner of the World Economic Forum…
56,ᴀsᴀɴᴛᴇᴡᴀᴀ,2022-10-25 18:00:54+00:00,0,Twitter for Android,"RT @edosadoxa: The new British PM Rishi Sunak is just 42. But you are here in 9ja campaigning for ur ancestor, the ageless one Amoda Ogunle…"
57,M.Azuaga Ergoien 🇪🇸,2022-10-25 18:00:54+00:00,0,Twitter for Android,"RT @richimedhurst: We have a new Prime Minister in the UK, unelected by the British people or even the Tories. He didn’t give a single deba…"
58,ಪುಂಡರೀಕ पुण्‍डरीक Pundareeka,2022-10-25 18:00:45+00:00,0,Twitter Web App,"imagine singing 'Hindu jagEga' in the presence of British PM 35 years ago! today, even dIpavaLi has become south as… https://t.co/c6AvinzJDb"
59,bobby naidu,2022-10-25 18:00:39+00:00,0,Twitter for Android,"RT @KChiruTweets: Who would have thought when India celebrates 75 years of Independence from the British, the British will get a Prime Mini…"
60,Rajnikant Parmar,2022-10-25 18:00:34+00:00,0,Twitter for iPhone,"RT @FISI_UK: Heartiest Congratulations to @RishiSunak on becoming the next Prime Minister of United Kingdom - youngest PM in a century
Witn…"
61,Ceolwulf,2022-10-25 18:00:32+00:00,0,Twitter for Android,"RT @richimedhurst: We have a new Prime Minister in the UK, unelected by the British people or even the Tories. He didn’t give a single deba…"
62,glenys farquharson,2022-10-25 18:00:31+00:00,0,Twitter for iPhone,"RT @Sheilam19534814: Richie Sunak has no mandate in Scotland and will never serve the interests of the Scottish people
It’s time to ensure…"
63,Paula Simps 💙 🥀🦇🇵🇸,2022-10-25 18:00:31+00:00,0,Twitter for iPad,"RT @Botanygeek: As a British Asian, I’d feel much more like agreeing with people celebrating an Asian PM if his first moves weren’t to:

1)…"
64,S.Colly,2022-10-25 18:00:30+00:00,0,Twitter for iPhone,"RT @richimedhurst: We have a new Prime Minister in the UK, unelected by the British people or even the Tories. He didn’t give a single deba…"
65,Satwik Gupta,2022-10-25 18:00:19+00:00,0,Twitter for Android,"RT @ANI: Rishi Sunak appointed the new British PM by King Charles III

(Photo source: Conservatives) https://t.co/On2i1vYd3o"
66,Edison Plato. M,2022-10-25 18:00:18+00:00,0,Twitter Web App,"RT @rebelioushamila: Can we now come back to India and mind our own business 🙄🙄 

12 British Prime Ministers have resigned or were forced t…"
67,Anthony Brookes,2022-10-25 18:00:18+00:00,0,Twitter for Android,"RT @AkanKwaku: The racist Brexiteers set in motion, a chain of events which led to the first Indian PM in British political history. A grea…"
68,Jon Ayre,2022-10-25 18:00:16+00:00,0,Twitter for Android,"RT @Botanygeek: As a British Asian, I’d feel much more like agreeing with people celebrating an Asian PM if his first moves weren’t to:

1)…"
69,Paul Middleton,2022-10-25 18:00:15+00:00,0,Twitter Web App,Rishi Sunak Becomes British PM; Braverman BACK As Home Secretary https://t.co/NvayrKPScY via @YouTube
70,Biafra Son,2022-10-25 18:00:14+00:00,0,Twitter for Android,"RT @vanguardngrnews: [VIDEO] UK PM Sunak performs rituals before entering new office

The British Prime Minister Rishi Sunak performed some…"
71,Maama,2022-10-25 18:00:14+00:00,0,Twitter for iPhone,"RT @vanguardngrnews: [VIDEO] UK PM Sunak performs rituals before entering new office

The British Prime Minister Rishi Sunak performed some…"
72,ken brookman,2022-10-25 18:00:14+00:00,0,Twitter for iPad,"RT @KyivIndependent: ⚡️Rishi Sunak appointed as British PM after pledging to support Ukraine. 

In July, when Sunak was competing for the p…"
73,FarOutLeft,2022-10-25 18:00:11+00:00,0,Twitter for iPhone,"RT @richimedhurst: We have a new Prime Minister in the UK, unelected by the British people or even the Tories. He didn’t give a single deba…"
74,Aman,2022-10-25 18:00:09+00:00,0,Twitter for Android,RT @akm1410: The only Indian to pride himself on Rishi Sunak is Mr. Narayana Murthy to have the British PM as his son in law. Everyone else…
75,Santanu,2022-10-25 18:00:09+00:00,0,Twitter for Android,"RT @ANI: Rishi Sunak appointed the new British PM by King Charles III

(Photo source: Conservatives) https://t.co/On2i1vYd3o"
76,Christian B Johnson,2022-10-25 18:00:08+00:00,0,Twitter Web App,"RT @piersmorgan: BREAKING: Rishi Sunak is new UK Prime Minister. He’ll be the first British-Asian PM &amp; first Hindu PM, and at 42, the young…"
77,ⓓamian ⓜac ⓒon ⓤladh,2022-10-25 18:00:07+00:00,0,Twitter Web App,"RT @soundmigration: A @newstalk journalist tweeting racist stereotypes, hours after Sunak was anointed British PM.

Miles of columns on Iri…"
78,Joanne Connor,2022-10-25 18:00:04+00:00,0,Twitter for Android,"RT @Keir_Starmer: Congratulations, Rishi Sunak, on becoming Prime Minister and making history as the first British Asian PM.

The Tories ha…"
79,Jayne,2022-10-25 17:59:58+00:00,0,Twitter for Android,"RT @MaajidNawaz: WARNING from here on in shit’s going to get twisted:

New British PM Rishi Sunak is welcomed by Indian PM Modi who openly…"
80,Carol Shilton,2022-10-25 17:59:55+00:00,0,Twitter for iPhone,"RT @hannah_gary: Just heard on GMS, the presenter saying that the PM will have to address the SNP, rising nationalism in Wales and in N Ire…"
81,𝗛𝗸 𝗦𝗶𝗻𝗴𝗵,2022-10-25 17:59:53+00:00,0,Twitter Web App,"RT @ANI: We should be prepared to look beyond some of the considerations of the caste, religion and class &amp; language and region. What the c…"
82,Grumpy Antifa Gramp,2022-10-25 17:59:52+00:00,0,Twitter Web App,"RT @Botanygeek: As a British Asian, I’d feel much more like agreeing with people celebrating an Asian PM if his first moves weren’t to:

1)…"
83,Trump will win 2024.,2022-10-25 17:59:52+00:00,0,Twitter for Android,"RT @Dustinpenner25: New UK Prime Minister Rishi Sunak’s family runs a China-linked, World Economic Forum partner company that pushes digita…"
84,кєηт_ωιℓℓιαмѕ 🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁳󠁣󠁴󠁿📷🇮🇪,2022-10-25 17:59:44+00:00,0,Twitter for iPhone,RT @edburmila: Which columnist will churn out the inevitable “having a PM of Indian descent proves that ultimately the British empire was g…
85,al,2022-10-25 17:59:43+00:00,0,Twitter for iPhone,"RT @Keir_Starmer: Congratulations, Rishi Sunak, on becoming Prime Minister and making history as the first British Asian PM.

The Tories ha…"
86,maxi,2022-10-25 17:59:43+00:00,0,Twitter Web App,"RT @ANI: #WATCH | Rishi Sunak appointed new British PM by King Charles III, arrives at 10 Downing Street

(Video source: Reuters) https://t…"
87,Sam 𓀤𓀥,2022-10-25 17:59:42+00:00,0,Twitter for iPhone,"#RishiSunak becoming the first British PM of colour is history being made, not sure if it’s a great achievement for… https://t.co/t2Wxm18NLD"
88,Dr. Bharati Ankush,2022-10-25 17:59:42+00:00,0,Twitter for Android,"RT @sardesairajdeep: Hindu PM, Muslim Mayor of London, Christian King: all proud British citizens! Manmohan Desai would be happy: Amar Akba…"
89,Dame Rolynhome #StayingInStayingAlive 🇺🇦🌻🕷🕸,2022-10-25 17:59:42+00:00,0,Twitter for Android,"RT @Botanygeek: As a British Asian, I’d feel much more like agreeing with people celebrating an Asian PM if his first moves weren’t to:

1)…"
90,Anand,2022-10-25 17:59:34+00:00,0,Twitter for Android,"RT @KChiruTweets: Who would have thought when India celebrates 75 years of Independence from the British, the British will get a Prime Mini…"
91,Marice keith pascoe,2022-10-25 17:59:32+00:00,0,Twitter for Android,RT @mjs2022121272: @Ohmaggie2022 He will be back one day hopefully as leader and then PM. 🇬🇧🇬🇧🇬🇧 The man is the best of British and then so…
92,Mike Forster💙,2022-10-25 17:59:29+00:00,0,Twitter for Android,"RT @Botanygeek: As a British Asian, I’d feel much more like agreeing with people celebrating an Asian PM if his first moves weren’t to:

1)…"
93,Ed Burmila,2022-10-25 17:59:29+00:00,18,Twitter for iPhone,Which columnist will churn out the inevitable “having a PM of Indian descent proves that ultimately the British emp… https://t.co/wnk13gJYjz
94,DeeCee,2022-10-25 17:59:24+00:00,0,Twitter for Android,RT @THETHIRDFORUM: Hypocrisy is when you hail Rishi Sunak as the new British PM whereas you are supporting the feeble ageless 'Emilokan' or…
95,🥰ROHIT🥰KUMAR🥰,2022-10-25 17:59:24+00:00,0,Twitter for Android,"RT @KChiruTweets: Who would have thought when India celebrates 75 years of Independence from the British, the British will get a Prime Mini…"
96,Obidient in Oyo State,2022-10-25 17:59:22+00:00,0,Twitter for Android,"RT @vanguardngrnews: [VIDEO] UK PM Sunak performs rituals before entering new office

The British Prime Minister Rishi Sunak performed some…"
97,rob☬,2022-10-25 17:59:21+00:00,0,Twitter for iPhone,@ber2zee Idc for him or his politics. Nobody is a friend of Sikhs. I just wonder how many old British ppl are jarre… https://t.co/RefXHeqSru
98,jb whitesnake,2022-10-25 17:59:21+00:00,0,Twitter for iPad,"RT @Sheilam19534814: Richie Sunak has no mandate in Scotland and will never serve the interests of the Scottish people
It’s time to ensure…"
99,Liz Minns,2022-10-25 17:59:18+00:00,0,Twitter for Android,"RT @Keir_Starmer: Congratulations, Rishi Sunak, on becoming Prime Minister and making history as the first British Asian PM.

The Tories ha…"
