,Users,Date Created,Number of Likes,Source of Tweet,Tweet
13,Ishy✨,2022-10-25 18:03:53+00:00,0,Twitter for Android,RT @JDMahama: Significant developments in the UK with 42 year old @RishiSunak emerging as Leader of the Conservative Party and soon to be a…
14,Sharon Davis,2022-10-25 18:03:51+00:00,0,Twitter for Android,"RT @marklevinshow: 1.If we lose this Senate seat in New Hampshire, old RINO McConnell is to blame.He pulled millions in campaign funds from…"
15,Paul Thompson,2022-10-25 18:03:50+00:00,0,Twitter for iPad,"RT @GOV2UK: Jacob Rees-Mogg is furious that you keep retweeting him saying a new Prime Minister requires a General Election.

Please stop r…"
16,Ladyprog,2022-10-25 18:03:50+00:00,0,Twitter for iPhone,"RT @PatrickChristys: Interesting that famous lefty footballers are willing to take millions from Qatar, and even defend the country on huma…"
17,Arch-Queeromancer 🧙🏽‍♂️,2022-10-25 18:03:49+00:00,0,Twitter Web App,"RT @wesstreeting: The talent pool in the Conservative Party is so shallow that they’re recycling Health Secretaries.

12 years of Conservat…"
18,chelse,2022-10-25 18:03:47+00:00,0,Twitter for iPhone,RT @jasebyjason: I really think Rishi Sunak being the first non-white Prime Minister only becomes genuinely historic if he’s voted into off…
19,Chris,2022-10-25 18:03:47+00:00,0,Twitter for iPhone,@CarolineLucas Just shows the lack of talent and experience in the Conservative Party now
20,RICHARD JOHNSON,2022-10-25 18:03:40+00:00,0,Twitter for iPhone,"RT @NewStatesman: EXCLUSIVE:  In a leaked video, Rishi Sunak boasted to Conservative Party members that he was prepared to take public mone…"
21,Carwyn,2022-10-25 18:03:39+00:00,0,Twitter for iPhone,"RT @wesstreeting: The talent pool in the Conservative Party is so shallow that they’re recycling Health Secretaries.

12 years of Conservat…"
22,Paul Flynn,2022-10-25 18:03:39+00:00,0,Twitter for iPhone,"RT @GOV2UK: Jacob Rees-Mogg says ""Now is the time for unity"" and we completely agree...

..Everyone unite against the Conservative Party no…"
23,Janet,2022-10-25 18:03:38+00:00,0,Twitter for iPhone,"RT @GOV2UK: Jacob Rees-Mogg is furious that you keep retweeting him saying a new Prime Minister requires a General Election.

Please stop r…"
24,Hidayat 🌞,2022-10-25 18:03:34+00:00,0,Twitter for iPhone,RT @jasebyjason: I really think Rishi Sunak being the first non-white Prime Minister only becomes genuinely historic if he’s voted into off…
25,sandra rutherford,2022-10-25 18:03:34+00:00,0,Twitter for iPhone,"RT @Ordinaryentity: @AndrewBowie_MP Most people want to cancel the Conservative party, I’m with Maggie Chapman."
26,⚫Martin,2022-10-25 18:03:33+00:00,0,Twitter for iPad,"RT @wesstreeting: The talent pool in the Conservative Party is so shallow that they’re recycling Health Secretaries.

12 years of Conservat…"
27,Jacko🌸🌸🌸,2022-10-25 18:03:28+00:00,0,Twitter for Android,RT @scribblingscri4: Telegraph journalist on GBNews just saying that Tory MPs in the house of commons think its hilarious that they've got…
28,🕷️Dez Bunny-Hugger 🇪🇺 #FBPPR,2022-10-25 18:03:27+00:00,0,Twitter Web App,"RT @LabourForGov: I cannot understand how anyone of a One Nation Conservative persuasion could support the current Conservative Party.

It…"
29,GRANT,2022-10-25 18:03:26+00:00,0,Twitter Web App,"RT @PatrickChristys: Interesting that famous lefty footballers are willing to take millions from Qatar, and even defend the country on huma…"
30,Sandy. Conservative. Thanks Boris 🇬🇧 🇮🇱 🇺🇦,2022-10-25 18:03:24+00:00,0,Twitter for Android,"RT @deGourlay: The idea that this clown has any ""Conservative source"" is laughable. He is universally despised across the party."
31,IndiaWithBJP,2022-10-25 18:03:22+00:00,0,Twitter Web App,"RT @firemediatv1: Britain's Conservative Party leader #RishiSunak becomes the #PrimeMinister of the #UnitedKingdom.
@RishiSunak @narendramo…"
32,Victory12 (@VictoryLaine12 ),2022-10-25 18:03:21+00:00,0,Twitter for Android,"RT @TheGentYYC: Reminder: the full national ""Conservative"" party has lined up four square behind a Freedummy championing, extremist enablin…"
33,A Total Badass,2022-10-25 18:03:16+00:00,0,Twitter for iPhone,"@DeCosteIsClear @Shyguy08218351 @Masscott1776 @realDailyWire It really, ok it applies on Twitter but when I say I’m… https://t.co/l2MsYCnwD8"
34,Myrna Tienken,2022-10-25 18:03:16+00:00,0,Twitter Web App,"RT @marklevinshow: 1.If we lose this Senate seat in New Hampshire, old RINO McConnell is to blame.He pulled millions in campaign funds from…"
35,Christine 🇺🇦🌻,2022-10-25 18:03:15+00:00,0,Twitter for iPhone,"RT @Number10cat: Rishi Sunak is forming a government featuring all parts of the Conservative Party: the right wing, the hard right wing and…"
36,Karma Norbu,2022-10-25 18:03:14+00:00,0,Twitter Web App,"RT @wesstreeting: The talent pool in the Conservative Party is so shallow that they’re recycling Health Secretaries.

12 years of Conservat…"
37,LeeSinglife,2022-10-25 18:03:13+00:00,0,Twitter for Android,RT @ScooterTrash10: @laurenboebert @lf092313 The party that supports a twice-impeached failed former president who added 7.8 trillion to th…
38,ʀɪᴄᴋ ꜰᴀɴᴅᴀɴɢᴏ,2022-10-25 18:03:09+00:00,0,Twitter for Android,RT @RickFandango: @10DowningStreet @SuellaBraverman @ukhomeoffice The #EuropeanResearchGroup (#ERG). A party operating within the #CONserva…
39,Jim Gardner 🇺🇦,2022-10-25 18:03:08+00:00,0,Twitter for Android,"RT @wesstreeting: The talent pool in the Conservative Party is so shallow that they’re recycling Health Secretaries.

12 years of Conservat…"
40,نحل زہراء,2022-10-25 18:03:08+00:00,0,Twitter for Android,RT @TheCivilEyes: Rishi Sunak will become British prime minister after other candidates quit the race to lead the Conservative Party. #Rish…
41,Victory12 (@VictoryLaine12 ),2022-10-25 18:03:07+00:00,0,Twitter for Android,"RT @TheGentYYC: So same politician that jumped to the front of the ""Freedom"" Convoy &amp; has numerous photos shaking hands with violent extrem…"
42,Wales / Galler,2022-10-25 18:03:04+00:00,0,dlvr.it,Departures in full as Rishi Sunak embarks on Cabinet reshuffle https://t.co/YteNYwweOd https://t.co/HverwdIhO2
43,sylviaoakes,2022-10-25 18:03:03+00:00,0,Twitter for iPhone,"RT @wesstreeting: The talent pool in the Conservative Party is so shallow that they’re recycling Health Secretaries.

12 years of Conservat…"
44,Craig Webb,2022-10-25 18:03:03+00:00,0,Twitter Web App,"RT @wesstreeting: The talent pool in the Conservative Party is so shallow that they’re recycling Health Secretaries.

12 years of Conservat…"
45,Stephen Watkins,2022-10-25 18:03:02+00:00,0,Twitter for Android,RT @MimiJ9: Rishi Sunak is going to give a very very far right politician a top cabinet job. Possibly the most far right in the whole of th…
46,Christine Ellor,2022-10-25 18:02:58+00:00,0,Twitter for Android,"RT @wesstreeting: The talent pool in the Conservative Party is so shallow that they’re recycling Health Secretaries.

12 years of Conservat…"
47,Cath #Viva La Resistenza 🇺🇦,2022-10-25 18:02:57+00:00,0,Twitter for Android,"More of the same , the worst of the Conservative party , ground hog day. https://t.co/v5bcksRAUj"
48,Richard Holden,2022-10-25 18:02:57+00:00,0,Twitter Web App,"RT @GOV2UK: Jacob Rees-Mogg is furious that you keep retweeting him saying a new Prime Minister requires a General Election.

Please stop r…"
49,G Harvey,2022-10-25 18:02:56+00:00,0,Twitter Web App,RT @PoliticsJOE_UK: 🤑 Rishi Sunak A.K.A Sir Tax-a-Lot ft. the Conservative Party - I Like Big Cuts 🤑 https://t.co/isaOFbPmCk
50,Intentionally Homeless,2022-10-25 18:02:55+00:00,0,Twitter for iPhone,"RT @wesstreeting: The talent pool in the Conservative Party is so shallow that they’re recycling Health Secretaries.

12 years of Conservat…"
51,Viv,2022-10-25 18:02:51+00:00,0,Twitter for Android,"RT @wesstreeting: The talent pool in the Conservative Party is so shallow that they’re recycling Health Secretaries.

12 years of Conservat…"
52,Denise Blything,2022-10-25 18:02:51+00:00,0,Twitter for iPhone,"RT @PatrickChristys: Interesting that famous lefty footballers are willing to take millions from Qatar, and even defend the country on huma…"
53,Dr Rachel Mann,2022-10-25 18:02:49+00:00,0,Twitter for iPhone,RT @paulbayes: The Prime Minister has spoken of unity and accountability. But this Cabinet does not draw from the breadth of the Conservati…
54,Michael Topic,2022-10-25 18:02:47+00:00,0,Twitter for iPad,"RT @Number10cat: Rishi Sunak is forming a government featuring all parts of the Conservative Party: the right wing, the hard right wing and…"
55,Neil Matheson,2022-10-25 18:02:46+00:00,0,Twitter for Android,"RT @PatrickChristys: Interesting that famous lefty footballers are willing to take millions from Qatar, and even defend the country on huma…"
56,Alan Bramley,2022-10-25 18:02:42+00:00,0,Twitter for iPhone,"RT @PatrickChristys: Interesting that famous lefty footballers are willing to take millions from Qatar, and even defend the country on huma…"
57,John Lang,2022-10-25 18:02:42+00:00,0,Twitter Web App,"RT @Number10cat: Rishi Sunak is forming a government featuring all parts of the Conservative Party: the right wing, the hard right wing and…"
58,Michael S ✝️ (he/him),2022-10-25 18:02:39+00:00,0,Twitter Web App,RT @paulbayes: The Prime Minister has spoken of unity and accountability. But this Cabinet does not draw from the breadth of the Conservati…
59,Robin Sturges,2022-10-25 18:02:39+00:00,0,Twitter for Android,"RT @dem_cath: Rishi Rich you haven't earnt our trust , you have put all the dregs of the Conservative party in Cabinet.  It's over. https:/…"
60,Tufton Street Taliban,2022-10-25 18:02:38+00:00,0,Twitter for Android,"@Mike_Fabricant Your useless policies caused a 10,000% increase in the number of people reaching the UK in small bo… https://t.co/KO3F8F6stV"
61,Tim,2022-10-25 18:02:38+00:00,0,Twitter for iPhone,"RT @marklevinshow: 1.If we lose this Senate seat in New Hampshire, old RINO McConnell is to blame.He pulled millions in campaign funds from…"
62,Viewzoner,2022-10-25 18:02:37+00:00,0,Twitter for Android,"RT @wesstreeting: The talent pool in the Conservative Party is so shallow that they’re recycling Health Secretaries.

12 years of Conservat…"
63,Daily Referendum,2022-10-25 18:02:33+00:00,0,Twitter for Android,"RT @PatrickChristys: Interesting that famous lefty footballers are willing to take millions from Qatar, and even defend the country on huma…"
64,catherine taylor,2022-10-25 18:02:33+00:00,0,Twitter for iPhone,"RT @GOV2UK: Jacob Rees-Mogg is furious that you keep retweeting him saying a new Prime Minister requires a General Election.

Please stop r…"
65,Maxine 🌹 🇺🇦 🇬🇧 🌻 🕊,2022-10-25 18:02:33+00:00,0,Twitter for Android,"RT @Number10cat: Rishi Sunak is forming a government featuring all parts of the Conservative Party: the right wing, the hard right wing and…"
66,Can I hear a wahoo?,2022-10-25 18:02:31+00:00,0,Twitter for Android,"RT @Number10cat: Rishi Sunak is forming a government featuring all parts of the Conservative Party: the right wing, the hard right wing and…"
67,Yaroslav Tikhonov,2022-10-25 18:02:30+00:00,0,Twitter Web App,"RT @Telegraph: 🔵 Rishi Sunak, the new Tory leader, has arrived at Conservative Party headquarters in central London.

He was welcomed by ch…"
68,Unison Member,2022-10-25 18:02:29+00:00,0,Twitter for iPad,"RT @BladeoftheS: 55 Tufton Street own Rishi Sunak, just like they owned Johnson and Liz Truss.

Their claws will not leave the current Cons…"
69,sandra,2022-10-25 18:02:26+00:00,0,Twitter for iPad,"RT @AndreaLW10: @MarkVipond @TelePolitics Your loyalty is so admirable Mark, they don’t deserve you.. they far from represent what I expect…"
70,sandra rutherford,2022-10-25 18:02:23+00:00,0,Twitter for iPhone,RT @AndrewTPearson: @AndrewBowie_MP There is no such party as ‘The Scottish Conservative and Unionist party’. You are wholly funded and con…
71,Alan Hasell,2022-10-25 18:02:17+00:00,0,Twitter for Android,"RT @alfieeurope: The Hedge Fund Manager Sunak proves within hours that with his reappoint of Braverman to Home Secretary. 
That is all abou…"
72,Mick,2022-10-25 18:02:13+00:00,0,Twitter Web App,"RT @PatrickChristys: Interesting that famous lefty footballers are willing to take millions from Qatar, and even defend the country on huma…"
73,Simon Lewis 🇺🇦 🏴󠁧󠁢󠁷󠁬󠁳󠁿🇪🇺🔶#FBPA/PR/PE,2022-10-25 18:02:12+00:00,0,Twitter for Android,"RT @LabourForGov: I cannot understand how anyone of a One Nation Conservative persuasion could support the current Conservative Party.

It…"
74,KieronJ 🏳️‍🌈🏳️‍⚧️🇵🇸,2022-10-25 18:02:12+00:00,0,Twitter for Android,RT @PoliticsJOE_UK: 🤑 Rishi Sunak A.K.A Sir Tax-a-Lot ft. the Conservative Party - I Like Big Cuts 🤑 https://t.co/isaOFbPmCk
75,Captain Tango,2022-10-25 18:02:11+00:00,0,Twitter for iPhone,"RT @marklevinshow: 1.If we lose this Senate seat in New Hampshire, old RINO McConnell is to blame.He pulled millions in campaign funds from…"
76,ʀɪᴄᴋ ꜰᴀɴᴅᴀɴɢᴏ,2022-10-25 18:02:10+00:00,0,Twitter for Android,@10DowningStreet @SuellaBraverman @ukhomeoffice The #EuropeanResearchGroup (#ERG). A party operating within the… https://t.co/xRKJWVs2pK
77,Boudica Queen of the Iceni or Annispice even !,2022-10-25 18:02:09+00:00,0,Twitter Web App,"RT @deGourlay: The idea that this clown has any ""Conservative source"" is laughable. He is universally despised across the party."
78,Kaiju! Kaiju! Kaiju!,2022-10-25 18:02:09+00:00,0,Twitter Web App,"RT @Number10cat: Rishi Sunak is forming a government featuring all parts of the Conservative Party: the right wing, the hard right wing and…"
79,D3NV3R🌹🚀,2022-10-25 18:02:09+00:00,0,Twitter for iPhone,"And with that we have proven that Sunak isn’t going to change the Conservative party one bit. 

To quote doctor who… https://t.co/T0225IIARf"
80,Formidable Warrior 🇺🇸,2022-10-25 18:02:09+00:00,0,Twitter for iPhone,"RT @marklevinshow: 1.If we lose this Senate seat in New Hampshire, old RINO McConnell is to blame.He pulled millions in campaign funds from…"
81,Linda Fuller,2022-10-25 18:02:08+00:00,0,Twitter Web App,"RT @clsilvers: No--there was about-what, a 30 minutes grace period where we could all be happy about the diversity part of it--which is ver…"
82,YourNHSNeedsYou,2022-10-25 18:02:07+00:00,0,Twitter for Android,RT @PoliticsJOE_UK: 🤑 Rishi Sunak A.K.A Sir Tax-a-Lot ft. the Conservative Party - I Like Big Cuts 🤑 https://t.co/isaOFbPmCk
83,J Embury,2022-10-25 18:02:07+00:00,1,Twitter for iPhone,@meknowhu @AprilLigeia It all goes back to my belief that you DO NOT cheer for political parties like football team… https://t.co/nb0tIn5iiJ
84,rudadu,2022-10-25 18:02:06+00:00,0,Twitter for iPhone,RT @madmac19: @AndrewBowie_MP Which political party are they trying stop existing Andrew. You work for Conservative party there is no Scott…
85,Gerard,2022-10-25 18:02:06+00:00,0,Twitter for iPhone,"RT @wesstreeting: The talent pool in the Conservative Party is so shallow that they’re recycling Health Secretaries.

12 years of Conservat…"
86,Cath #Viva La Resistenza 🇺🇦,2022-10-25 18:02:01+00:00,2,Twitter for Android,"Rishi Rich you haven't earnt our trust , you have put all the dregs of the Conservative party in Cabinet.  It's ove… https://t.co/HXUh4nupkR"
87,Elspeth Cheshire 🇪🇺,2022-10-25 18:02:00+00:00,0,Twitter for Android,"RT @GOV2UK: Jacob Rees-Mogg is furious that you keep retweeting him saying a new Prime Minister requires a General Election.

Please stop r…"
88,Louisa Gummer 🕷💙🇪🇺🇺🇦,2022-10-25 18:01:58+00:00,0,Twitter for iPhone,"RT @wesstreeting: The talent pool in the Conservative Party is so shallow that they’re recycling Health Secretaries.

12 years of Conservat…"
89,Mary Manning,2022-10-25 18:01:57+00:00,0,Twitter Web App,RT @PoliticsJOE_UK: 🤑 Rishi Sunak A.K.A Sir Tax-a-Lot ft. the Conservative Party - I Like Big Cuts 🤑 https://t.co/isaOFbPmCk
90,Paulio,2022-10-25 18:01:55+00:00,0,Twitter for Android,"Now we've seen the very worst that the Conservative Party have to offer, even I would offer jobs to the likes of Hu… https://t.co/hNQNhBekUm"
91,Michael Mello,2022-10-25 18:01:51+00:00,0,Twitter for iPhone,"RT @marklevinshow: 1.If we lose this Senate seat in New Hampshire, old RINO McConnell is to blame.He pulled millions in campaign funds from…"
92,beansntoast,2022-10-25 18:01:48+00:00,0,Twitter for Android,"RT @wesstreeting: The talent pool in the Conservative Party is so shallow that they’re recycling Health Secretaries.

12 years of Conservat…"
93,David Ross,2022-10-25 18:01:47+00:00,0,Twitter Web App,"RT @wesstreeting: The talent pool in the Conservative Party is so shallow that they’re recycling Health Secretaries.

12 years of Conservat…"
94,A,2022-10-25 18:01:47+00:00,0,Twitter for Android,"RT @deGourlay: The idea that this clown has any ""Conservative source"" is laughable. He is universally despised across the party."
95,Joy Faelden,2022-10-25 18:01:45+00:00,0,Twitter for Android,"RT @cnnbrk: Boris Johnson won't enter UK Conservative Party leadership race, dashing potential comeback bid for premiership. https://t.co/F…"
96,Nelly71,2022-10-25 18:01:45+00:00,0,Twitter for iPhone,@WestHam_Central West Ham and City fans commenting on the integrity of Liverpool football club … is like saying the… https://t.co/zaH9zyQiqI
97,Susan,2022-10-25 18:01:44+00:00,0,Twitter for iPhone,"RT @RachelBitecofer: I'll remind folks, they had to bring the evangelicals to the party with abortion but the entire point of the American…"
98,"Denita Benyshek, PhD, MA MFT, MFA, BFA",2022-10-25 18:01:40+00:00,0,Twitter Web App,"RT @RachelBitecofer: I'll remind folks, they had to bring the evangelicals to the party with abortion but the entire point of the American…"
99,Bigan Saliani,2022-10-25 18:01:40+00:00,0,Twitter for iPhone,RT @mehdirhasan: “Am I delighted that a nonwhite Brit of Indian descent managed to become PM? Yes. But is Rishi Sunak or the Conservative P…
