,Users,Date Created,Number of Likes,Source of Tweet,Tweet
59,David,2022-10-25 18:00:25+00:00,0,Twitter for iPhone,RT @jeremycorbyn: Rishi Sunak's cabinet appointments are a clear signal of the pro-austerity and anti-migrant machine he intends to operate…
60,Alan Hasell,2022-10-25 18:00:25+00:00,0,Twitter for Android,"RT @Number10cat: Rishi Sunak is forming a government featuring all parts of the Conservative Party: the right wing, the hard right wing and…"
61,Nikhil,2022-10-25 18:00:25+00:00,0,Twitter for iPhone,RT @TheDailyShow: Don't call Rishi Sunak the UK's first Asian PM in front of @ronnychieng https://t.co/IgnzVk8r62
62,Jamieson MCL,2022-10-25 18:00:25+00:00,0,Twitter for Android,"RT @DaveDooganSNP: ❌ Multi-millionaire Rishi Sunak is the newest Tory Prime Minister foisted upon Scotland against our will.

🏴󠁧󠁢󠁳󠁣󠁴󠁿 We re…"
63,☁︎,2022-10-25 18:00:25+00:00,0,Twitter for iPhone,just saw a rishi sunak thirst tiktok ? stop this madness https://t.co/4gcwhosgzU
64,LadyT,2022-10-25 18:00:25+00:00,0,Twitter for Android,"RT @YvetteCooperMP: At noon Rishi Sunak promised “integrity, professionalism &amp; accountability”

At 5pm he made Suella Braverman Home Secret…"
65,ValorFuturo,2022-10-25 18:00:25+00:00,0,ValorFuturo,"Bolsa de Londres cae un 0,01%, tras el nombramiento de Rishi Sunak; Antofagasta +2,14% https://t.co/5pj6gcgrdk"
66,Saif Shaikh,2022-10-25 18:00:25+00:00,0,Twitter for Android,"RT @AmanWadud: Rishi Sunak’s grandparents migrated to Kenya from present-day Pakistan , in 1935 - still Rishi Sunak is of Indian-origin.

O…"
67,Red Kaz #jft97 💙 #SaveTheNHSFromTheToryVultures,2022-10-25 18:00:25+00:00,0,Twitter for iPad,"RT @RichardJMurphy: So, Rishi Sunak appoints as Home Secretary a woman who dreams of deporting victims of torture to Rwanda. Any hope that…"
68,William,2022-10-25 18:00:25+00:00,0,Twitter Web App,"RT @YvetteCooperMP: At noon Rishi Sunak promised “integrity, professionalism &amp; accountability”

At 5pm he made Suella Braverman Home Secret…"
69,Di Hill 💙🇬🇧🇨🇦🍁🌻,2022-10-25 18:00:25+00:00,0,Twitter for Android,"RT @MirrorPolitics: Rishi Sunak has undermined his pledge of ""integrity"" just hours into his premiership by reappointing Suella Braverman a…"
70,Mich mufasa,2022-10-25 18:00:25+00:00,0,Twitter Web App,"RT @TheDailyShow: Meet Rishi Sunak, Britain's new PM who is only 42, meaning he'll probably serve well into his 42-and-a-halves https://t.c…"
71,mai,2022-10-25 18:00:25+00:00,0,Twitter for iPhone,RT @LKTranslator: BREAKING: A Tory caller on LBC would like you to know British-born Rishi Sunak is not British because he's brown and fore…
72,RicardoMonteglin,2022-10-25 18:00:24+00:00,0,Twitter for Android,RT @PeterStefanovi2: I’ve broken down the ABSOLUTE BOLLOCKS new Prime Minister Rishi Sunak just fed the country in his first Downing Street…
73,Nouman Ejaz,2022-10-25 18:00:24+00:00,0,Twitter Web App,"RT @sunny_hundal: Before Indians in India get too happy about Rishi Sunak, they should ask why their own country is going backwards in repr…"
74,dead boy living🐊,2022-10-25 18:00:24+00:00,0,Twitter for iPhone,"RT @MisterABK: As a Hindu, Rishi Sunak will be the first Tory Prime Minister not to go to Hell."
75,"Rt Hon Sir European, always 🏳️‍🌈🇪🇺😷💚",2022-10-25 18:00:24+00:00,0,Twitter for iPhone,"RT @edwinhayward: I was genuinely willing to give Rishi Sunak the benefit of the doubt.

(Wouldn't stop me from attacking him but I accepte…"
76,Mr.MyTree,2022-10-25 18:00:24+00:00,0,Twitter for Android,RT @ShareenSingh8: Rishi Sunak and Priti Patel - whose parents were immigrants to the UK were responsible for the deportation of Rwandans.…
77,⭐🔻🔪 🦇 DIONISIO ALMENDROS BELMONTE,2022-10-25 18:00:24+00:00,0,Twitter for Android,"RT @PabloIglesias: Rishi Sunak, Lizz Truss, Mitterrand y el 18 Brumario de Luis Bonaparte … Con la actuación estelar de @Jorge_Tamames y co…"
78,V,2022-10-25 18:00:24+00:00,0,Twitter for iPhone,"RT @FreefromTorture: Rishi Sunak, the new Prime Minister, says he’ll do “whatever it takes” to send refugees to Rwanda.

Well - we'll do wh…"
79,superman,2022-10-25 18:00:24+00:00,0,Twitter for Android,"RT @AmanWadud: Rishi Sunak’s grandparents migrated to Kenya from present-day Pakistan , in 1935 - still Rishi Sunak is of Indian-origin.

O…"
80,Hinder loader,2022-10-25 18:00:24+00:00,0,Twitter for iPhone,RT @george_orwell3: 🏴󠁧󠁢󠁥󠁮󠁧󠁿 WEF-Premierminister Rishi Sunak könnte in Großbritannien ein Sozialkreditsystem nach chinesischem Vorbild einfü…
81,Bharat Jodo Yatra,2022-10-25 18:00:23+00:00,0,Twitter for Android,"RT @AdityaRajKaul: Excellent Rishi Sunak edition of The Daily Show!  “I am selling the entire country to India, you ********”. Must must wa…"
82,Harry Monk,2022-10-25 18:00:23+00:00,0,Twitter for Android,"RT @AdamBienkov: ""This government will have integrity, professionalism and accountability at every level,"" says Rishi Sunak, shortly before…"
83,Paul Goddard,2022-10-25 18:00:23+00:00,0,Twitter for iPhone,RT @Ed_Miliband: 3/ Solar &amp; wind are by far the cheapest power we have but Grant Shapps called onshore wind an “eyesore” in April THIS year…
84,Countess Sue,2022-10-25 18:00:23+00:00,0,Twitter for iPad,"RT @CarolineLucas: Rishi Sunak at lunchtime: ""This government will have integrity, professionalism and accountability at every level""

Rish…"
85,#legend,2022-10-25 18:00:23+00:00,0,Twitter for Android,RT @PippaCrerar: Confirmed: Jeremy Hunt will be staying on as chancellor under Rishi Sunak https://t.co/6M2IQgJPc8
86,Michael Gollop 🏴󠁧󠁢󠁷󠁬󠁳󠁿 🇪🇺 🇺🇦 🐟🕯🕷,2022-10-25 18:00:23+00:00,0,Twitter for Android,"RT @YvetteCooperMP: At noon Rishi Sunak promised “integrity, professionalism &amp; accountability”

At 5pm he made Suella Braverman Home Secret…"
87,DammitJanet,2022-10-25 18:00:23+00:00,0,Twitter for iPhone,"RT @YvetteCooperMP: At noon Rishi Sunak promised “integrity, professionalism &amp; accountability”

At 5pm he made Suella Braverman Home Secret…"
88,Nickyutd7,2022-10-25 18:00:23+00:00,0,Twitter for Android,RT @PeterStefanovi2: I’ve broken down the ABSOLUTE BOLLOCKS new Prime Minister Rishi Sunak just fed the country in his first Downing Street…
89,Sam Page #IndyRef2 #YesForEU #Permaculture #BLM,2022-10-25 18:00:22+00:00,0,Twitter for Android,RT @kacnutt: NEW: Rishi Sunak due to phone Nicola Sturgeon tonight in first day in Number 10. Marks big change from Liz Truss who did not p…
90,Lauren Dalgleish,2022-10-25 18:00:22+00:00,0,Twitter for Android,RT @GOV2UK: Jacob Rees-Mogg is very angry and wants you to *stop* retweeting this video of him saying we need a General Election if we have…
91,Mary Mumbi,2022-10-25 18:00:22+00:00,0,Twitter Web App,"RT @TheDailyShow: Meet Rishi Sunak, Britain's new PM who is only 42, meaning he'll probably serve well into his 42-and-a-halves https://t.c…"
92,Ankit Gupta,2022-10-25 18:00:22+00:00,0,Twitter for Android,@DHEERAJRAO1717 @raju_butana 😂☹️kaise kaise log hai Rishi sunak to puja kr rha tha gou ka wo nahi dekha kya sach me… https://t.co/J9SMtoiwc6
93,James :),2022-10-25 18:00:22+00:00,0,Twitter for Android,RT @AFPespanol: #ULTIMAHORA Rishi Sunak es nombrado primer ministro británico por el rey Carlos III (palacio) #AFP https://t.co/F69GSAgrTW
94,Melissa Scott,2022-10-25 18:00:21+00:00,0,Twitter for iPhone,"RT @DavisAndrew88: Christ, the Left’s obsession with identity is pathetic

Quoted in a BBC article about Rishi Sunak: “It’s about time we h…"
95,Banshi Bihari Dutta,2022-10-25 18:00:21+00:00,0,Twitter for Android,"RT @epanchjanya: ऋषि सुनक ने जब कहा- 'गर्व से कहता हूं मैं हिंदू हूं और हिंदू होना ही मेरी पहचान है'

भारत रत्न अटल जी की वह पंक्तियां भी…"
96,Abhishek,2022-10-25 18:00:21+00:00,0,Twitter Web App,"RT @rsprasad: Saw Mahbooba Mufti’s tweet commenting on the rights of minorities in India after the election of Rishi Sunak as PM of UK. 
@M…"
97,Kelly Heighway,2022-10-25 18:00:21+00:00,0,Twitter Web App,RT @PoliticsJOE_UK: 🤑 Rishi Sunak A.K.A Sir Tax-a-Lot ft. the Conservative Party - I Like Big Cuts 🤑 https://t.co/isaOFbPmCk
98,Bijendra Kumar 🚩🚩जय श्री राम 🇮🇳🇮🇳,2022-10-25 18:00:21+00:00,0,Twitter for Android,"RT @AdityaRajKaul: Excellent Rishi Sunak edition of The Daily Show!  “I am selling the entire country to India, you ********”. Must must wa…"
99,Shane,2022-10-25 18:00:21+00:00,0,Twitter for iPhone,"RT @TheDailyShow: Meet Rishi Sunak, Britain's new PM who is only 42, meaning he'll probably serve well into his 42-and-a-halves https://t.c…"
